Company Pair,Count
"('CNPC', 'Eastern')",1
"('FLNG', 'Qatar Energy')",1
"('FPSO', 'Qatar Energy')",1
"('Kosmos Energy', 'Qatar Energy')",1
"('Kosmos Energy', 'TotalEnergies')",1
"('DOE', 'Freeport LNG')",1
"('DOE', 'Golden Pass')",1
"('FLNG', 'Freeport LNG')",1
"('FLNG', 'Venture Global')",1
"('CNOOC', 'NNPC')",1
"('International Petroleum', 'NNPC')",1
"('CNPC', 'Esso')",1
"('CNPC', 'Savannah Energy')",1
"('Esso', 'ONGC')",1
"('Enverus', 'Piedra Resources')",1
"('Enverus', 'Newfield Exploration')",1
"('Black Swan', 'Newfield Exploration')",1
"('LiNa Energy', 'Shell')",1
"('Forbes', 'Harbour Energy')",1
"('Forbes', 'LiNa Energy')",1
"('Forbes', 'Transocean')",1
"('Halliburton', 'LiNa Energy')",1
"('Harbour Energy', 'LiNa Energy')",1
"('Harbour Energy', 'Transocean')",1
"('LiNa Energy', 'Transocean')",1
"('Black Swan', 'Enverus')",1
"('Cameron', 'Mitsubishi')",1
"('Liberty Energy', 'Siren Energy')",1
"('BP', 'LoSal Enhanced Oil Recovery')",1
"('Chevron', 'LoSal Enhanced Oil Recovery')",1
"('LoSal Enhanced Oil Recovery', 'Samsung')",1
"('LoSal Enhanced Oil Recovery', 'Woodside')",1
"('NextEra Energy Resources', 'TotalEnergies')",1
"('NextEra Energy Resources', 'Repsol')",1
"('Equinor', 'NextEra Energy Resources')",1
"('DNV', 'TotalEnergies')",1
"('FIT', 'Siemens')",1
"('AZERTAC', 'Absheron Petroleum')",1
"('Absheron Petroleum', 'BP')",1
"('Absheron Petroleum', 'TotalEnergies')",1
"('AZERTAC', 'BP')",1
"('AZERTAC', 'TotalEnergies')",1
"('Baker Hughes', 'Newpark Resources')",1
"('Baker Hughes', 'WSP')",1
"('ExxonMobil', 'Newpark Resources')",1
"('ExxonMobil', 'WSP')",1
"('Newpark Resources', 'WSP')",1
"('Blackstone', 'Patterson-UTI')",1
"('Chevron', 'Expro')",1
"('Carbon Solutions', 'Enverus')",1
"('Enverus', 'Woods')",1
"('Bluewater', 'Siemens')",1
"('Bluewater', 'FIT')",1
"('Guangdong Energy', 'TotalEnergies')",1
"('China Gas', 'Eagle Ford')",1
"('ResFrac', 'Talos Energy')",1
"('Saudi Aramco', 'Sperry Drilling')",1
"('Saudi Aramco', 'Talos Energy')",1
"('Sperry Drilling', 'Talos Energy')",1
"('Sperry Drilling', 'TotalEnergies')",1
"('Carbon Solutions', 'China Gas')",1
"('China Gas', 'Enbridge')",1
"('ExxonMobil', 'Guangdong Energy')",1
"('China Gas', 'Guangdong Energy')",1
"('China Gas', 'Rio Grande')",1
"('China Gas', 'TotalEnergies')",1
"('Eagle Ford', 'Guangdong Energy')",1
"('Enbridge', 'Guangdong Energy')",1
"('Enbridge', 'TotalEnergies')",1
"('Quorum', 'SLB')",1
"('China National Petroleum', 'Doyon Drilling')",1
"('China National Petroleum', 'NOV')",1
"('CMG', 'DNV')",1
"('Helix Energy Solutions', 'Transocean')",1
"('Helix Energy Solutions', 'Woodside')",1
"('APA', 'CMG')",1
"('APA', 'DNV')",1
"('APA', 'NextEra Energy Resources')",1
"('APA', 'Siemens')",1
"('CMG', 'Equinor')",1
"('Heerema', 'Helix Energy Solutions')",1
"('CMG', 'NextEra Energy Resources')",1
"('CMG', 'Repsol')",1
"('CMG', 'Siemens')",1
"('CMG', 'TotalEnergies')",1
"('DNV', 'NextEra Energy Resources')",1
"('DNV', 'Repsol')",1
"('Heerema', 'Transocean')",1
"('Alliance', 'Heerema')",1
"('CNPC', 'Doyon Drilling')",1
"('Bighorn Permian Resources LLC', 'Northern Oil and Gas')",1
"('CNPC', 'NOV')",1
"('ConocoPhillips', 'Doyon Drilling')",1
"('Doyon Drilling', 'NOV')",1
"('Baker Hughes', 'McKinsey & Company')",1
"('McKinsey & Company', 'SLB')",1
"('Bighorn Permian Resources LLC', 'Earthstone')",1
"('Bighorn Permian Resources LLC', 'Permian Resources')",1
"('IHS', 'Promethean Energy')",1
"('China Petroleum & Chemical', 'ConocoPhillips')",1
"('China Petroleum & Chemical', 'ExxonMobil')",1
"('China Petroleum & Chemical', 'TotalEnergies')",1
"('Continental', 'Fieldwood Energy')",1
"('Continental', 'Promethean Energy')",1
"('Fieldwood Energy', 'Promethean Energy')",1
"('Devon Energy', 'Hibiscus Petroleum')",1
"('Devon Energy', 'Harbour Energy')",1
"('Devon Energy', 'General Petroleum Corp.')",1
"('AGIP Oil Co. Ltd.', 'OMV')",1
"('AGIP Oil Co. Ltd.', 'Continental')",1
"('AGIP Oil Co. Ltd.', 'Coterra Energy')",1
"('AGIP Oil Co. Ltd.', 'Dana Gas')",1
"('AGIP Oil Co. Ltd.', 'Deep Blue')",1
"('AGIP Oil Co. Ltd.', 'Devon Energy')",1
"('AGIP Oil Co. Ltd.', 'Ecopetrol')",1
"('AGIP Oil Co. Ltd.', 'Enerplus')",1
"('AGIP Oil Co. Ltd.', 'Equinor')",1
"('AGIP Oil Co. Ltd.', 'ExxonMobil')",1
"('AGIP Oil Co. Ltd.', 'General Petroleum Corp.')",1
"('AGIP Oil Co. Ltd.', 'Halliburton')",1
"('AGIP Oil Co. Ltd.', 'Harbour Energy')",1
"('AGIP Oil Co. Ltd.', 'Hibiscus Petroleum')",1
"('AGIP Oil Co. Ltd.', 'IHS')",1
"('AGIP Oil Co. Ltd.', 'InnoTech')",1
"('AGIP Oil Co. Ltd.', 'ConocoPhillips')",1
"('AGIP Oil Co. Ltd.', 'Chevron')",1
"('AGIP Oil Co. Ltd.', 'Beach Energy')",1
"('ADNOC', 'JX Nippon')",1
"('ADNOC', 'Dana Gas')",1
"('ADNOC', 'Deep Blue')",1
"('ADNOC', 'Enerplus')",1
"('ADNOC', 'General Petroleum Corp.')",1
"('ADNOC', 'Hibiscus Petroleum')",1
"('ADNOC', 'InnoTech')",1
"('ADNOC', 'ONE Gas')",1
"('AGIP Oil Co. Ltd.', 'Baker Hughes')",1
"('ADNOC', 'Pemex')",1
"('ADNOC', 'Petrolab Australia')",1
"('ADNOC', 'Range Resources')",1
"('ADNOC', 'ResFrac')",1
"('ADNOC', 'Sperry Drilling')",1
"('AGIP Oil Co. Ltd.', 'Al Yasat Petroleum')",1
"('AGIP Oil Co. Ltd.', 'JX Nippon')",1
"('AGIP Oil Co. Ltd.', 'ONE Gas')",1
"('Deep Blue', 'TotalEnergies')",1
"('AGIP Oil Co. Ltd.', 'Pemex')",1
"('Al Yasat Petroleum', 'Ecopetrol')",1
"('Al Yasat Petroleum', 'Enerplus')",1
"('Al Yasat Petroleum', 'Equinor')",1
"('Al Yasat Petroleum', 'ExxonMobil')",1
"('Al Yasat Petroleum', 'General Petroleum Corp.')",1
"('Al Yasat Petroleum', 'Halliburton')",1
"('Al Yasat Petroleum', 'Harbour Energy')",1
"('Al Yasat Petroleum', 'Hibiscus Petroleum')",1
"('Al Yasat Petroleum', 'IHS')",1
"('Al Yasat Petroleum', 'InnoTech')",1
"('Al Yasat Petroleum', 'JX Nippon')",1
"('Al Yasat Petroleum', 'OMV')",1
"('Al Yasat Petroleum', 'ONE Gas')",1
"('Al Yasat Petroleum', 'Pemex')",1
"('Al Yasat Petroleum', 'Petrolab Australia')",1
"('Al Yasat Petroleum', 'Devon Energy')",1
"('Al Yasat Petroleum', 'Deep Blue')",1
"('Al Yasat Petroleum', 'Dana Gas')",1
"('AGIP Oil Co. Ltd.', 'Sperry Drilling')",1
"('AGIP Oil Co. Ltd.', 'Petrolab Australia')",1
"('AGIP Oil Co. Ltd.', 'Range Resources')",1
"('AGIP Oil Co. Ltd.', 'ResFrac')",1
"('AGIP Oil Co. Ltd.', 'Saudi Aramco')",1
"('AGIP Oil Co. Ltd.', 'SLB')",1
"('AGIP Oil Co. Ltd.', 'Shell')",1
"('AGIP Oil Co. Ltd.', 'Talos Energy')",1
"('Al Yasat Petroleum', 'Coterra Energy')",1
"('AGIP Oil Co. Ltd.', 'TotalEnergies')",1
"('Al Yasat Petroleum', 'Baker Hughes')",1
"('Al Yasat Petroleum', 'Beach Energy')",1
"('Al Yasat Petroleum', 'Chevron')",1
"('Al Yasat Petroleum', 'ConocoPhillips')",1
"('Al Yasat Petroleum', 'Continental')",1
"('ADNOC', 'Coterra Energy')",1
"('ADNOC', 'Beach Energy')",1
"('ADNOC', 'AGIP Oil Co. Ltd.')",1
"('KMTP', 'Kinder Morgan')",1
"('Noble Corp', 'Seadrill')",1
"('Noble Corp', 'Transocean')",1
"('Noble Corp', 'Valaris')",1
"('China National Offshore Oil ', 'Esso')",1
"('BASF', 'Cameron')",1
"('BASF', 'Cheniere Energy')",1
"('Bluewater', 'Eastern')",1
"('Chisholm Energy', 'Civitas Resources')",1
"('Chisholm Energy', 'Diamondback Energy')",1
"('Chisholm Energy', 'Earthstone')",1
"('Chisholm Energy', 'Enverus')",1
"('Chisholm Energy', 'Matador Resources')",1
"('Chisholm Energy', 'Permian Resources')",1
"('Civitas Resources', 'Matador Resources')",1
"('Earthstone', 'Matador Resources')",1
"('Global Energy Group', 'Valaris')",1
"('Global Energy Group', 'Noble Corp')",1
"('Diamond Offshore', 'Valaris')",1
"('FLNG', 'Qana')",1
"('European Investment Bank', 'Transocean')",1
"('Everest', 'FLNG')",1
"('Everest', 'FPSO')",1
"('Everest', 'Novatek')",1
"('Everest', 'Ratio Energies')",1
"('FLNG', 'Novatek')",1
"('FLNG', 'Ratio Energies')",1
"('Ratio Energies', 'Transocean')",1
"('FLNG', 'Transocean')",1
"('FPSO', 'Ratio Energies')",1
"('Novatek', 'Ratio Energies')",1
"('Novatek', 'Transocean')",1
"('Qana', 'Ratio Energies')",1
"('Ratio Energies', 'TotalEnergies')",1
"('Carbon Engineering', 'DOE')",1
"('SilverBow', 'WildFire Energy')",1
"('Mellitah Oil & Gas', 'Saipem')",1
"('Hays', 'Shell')",1
"('CNOOC', 'China Petroleum & Chemical')",1
"('Kiewit', 'Pemex')",1
"('Equinor', 'Hays')",1
"('Hays', 'Kuwait Oil')",1
"('Hays', 'NNPC')",1
"('Hays', 'Saudi Aramco')",1
"('NNPC', 'Occidental')",1
"('Cameron', 'ExxonMobil')",1
"('CNOOC', 'SINOPEC')",1
"('SINOPEC', 'TotalEnergies')",1
"('SINOPEC', 'Uganda National Oil Company')",1
"('Equinor', 'Everest')",1
"('Eagle Ford', 'KMTP')",1
"('Howard Energy Partners', 'KMTP')",1
"('China National Offshore Oil ', 'China Petroleum & Chemical')",1
"('Neptune', 'Petoro')",1
"('ADNOC', 'Fusion Fuel')",1
"('Baker Hughes', 'ProDirectional Drilling Services')",1
"('ADNOC', 'Japan Petroleum Exploration')",1
"('ADNOC', 'Mubadala Energy')",1
"('Fusion Fuel', 'Japan Petroleum Exploration')",1
"('Fusion Fuel', 'Mubadala Energy')",1
"('Japan Petroleum Exploration', 'Mubadala Energy')",1
"('Japan Petroleum Exploration', 'Ocean Energy')",1
"('Equinor', 'Patterson-UTI')",1
"('Hammerfest LNG', 'TotalEnergies')",1
"('Equinor', 'ProDirectional Drilling Services')",1
"('NOV', 'Patterson-UTI')",1
"('NOV', 'ProDirectional Drilling Services')",1
"('Patterson-UTI', 'ProDirectional Drilling Services')",1
"('Acorn', 'Carbon Engineering')",1
"('Hammerfest LNG', 'Petoro')",1
"('Al Yasat Petroleum', 'Range Resources')",1
"('Al Yasat Petroleum', 'ResFrac')",1
"('Al Yasat Petroleum', 'Saudi Aramco')",1
"('Continental', 'Sperry Drilling')",1
"('Coterra Energy', 'Sperry Drilling')",1
"('Coterra Energy', 'Talos Energy')",1
"('Coterra Energy', 'TotalEnergies')",1
"('Dana Gas', 'Deep Blue')",1
"('Dana Gas', 'Devon Energy')",1
"('Dana Gas', 'Ecopetrol')",1
"('Dana Gas', 'Enerplus')",1
"('Dana Gas', 'Equinor')",1
"('Dana Gas', 'ExxonMobil')",1
"('Dana Gas', 'General Petroleum Corp.')",1
"('Dana Gas', 'Halliburton')",1
"('Dana Gas', 'Harbour Energy')",1
"('Dana Gas', 'Hibiscus Petroleum')",1
"('Dana Gas', 'IHS')",1
"('Dana Gas', 'InnoTech')",1
"('Coterra Energy', 'ResFrac')",1
"('Coterra Energy', 'Range Resources')",1
"('Coterra Energy', 'Petrolab Australia')",1
"('Coterra Energy', 'General Petroleum Corp.')",1
"('Coterra Energy', 'Dana Gas')",1
"('Coterra Energy', 'Deep Blue')",1
"('Coterra Energy', 'Ecopetrol')",1
"('Coterra Energy', 'Enerplus')",1
"('Coterra Energy', 'Equinor')",1
"('Coterra Energy', 'ExxonMobil')",1
"('Coterra Energy', 'Halliburton')",1
"('Coterra Energy', 'Pemex')",1
"('Coterra Energy', 'Harbour Energy')",1
"('Coterra Energy', 'Hibiscus Petroleum')",1
"('Coterra Energy', 'InnoTech')",1
"('Coterra Energy', 'JX Nippon')",1
"('Coterra Energy', 'OMV')",1
"('Coterra Energy', 'ONE Gas')",1
"('Dana Gas', 'JX Nippon')",1
"('Dana Gas', 'OMV')",1
"('Dana Gas', 'ONE Gas')",1
"('Deep Blue', 'Petrolab Australia')",1
"('Deep Blue', 'IHS')",1
"('Deep Blue', 'InnoTech')",1
"('Deep Blue', 'JX Nippon')",1
"('Deep Blue', 'OMV')",1
"('Deep Blue', 'ONE Gas')",1
"('Deep Blue', 'Pemex')",1
"('Deep Blue', 'Range Resources')",1
"('Deep Blue', 'Harbour Energy')",1
"('Deep Blue', 'ResFrac')",1
"('Deep Blue', 'Saudi Aramco')",1
"('Deep Blue', 'SLB')",1
"('Deep Blue', 'Shell')",1
"('Deep Blue', 'Sperry Drilling')",1
"('Deep Blue', 'Talos Energy')",1
"('Deep Blue', 'Hibiscus Petroleum')",1
"('Deep Blue', 'Halliburton')",1
"('Dana Gas', 'Pemex')",1
"('Dana Gas', 'Sperry Drilling')",1
"('Dana Gas', 'Petrolab Australia')",1
"('Dana Gas', 'Range Resources')",1
"('Dana Gas', 'ResFrac')",1
"('Dana Gas', 'Saudi Aramco')",1
"('Dana Gas', 'SLB')",1
"('Dana Gas', 'Shell')",1
"('Dana Gas', 'Talos Energy')",1
"('Deep Blue', 'General Petroleum Corp.')",1
"('Dana Gas', 'TotalEnergies')",1
"('Deep Blue', 'Devon Energy')",1
"('Deep Blue', 'Ecopetrol')",1
"('Deep Blue', 'Enerplus')",1
"('Deep Blue', 'Equinor')",1
"('Deep Blue', 'ExxonMobil')",1
"('Continental', 'Talos Energy')",1
"('Continental', 'ResFrac')",1
"('Al Yasat Petroleum', 'SLB')",1
"('Continental', 'Range Resources')",1
"('Beach Energy', 'Dana Gas')",1
"('Beach Energy', 'Deep Blue')",1
"('Beach Energy', 'Devon Energy')",1
"('Beach Energy', 'Ecopetrol')",1
"('Beach Energy', 'Enerplus')",1
"('Beach Energy', 'Equinor')",1
"('Beach Energy', 'General Petroleum Corp.')",1
"('Beach Energy', 'Halliburton')",1
"('Beach Energy', 'Harbour Energy')",1
"('Beach Energy', 'Hibiscus Petroleum')",1
"('Beach Energy', 'IHS')",1
"('Beach Energy', 'InnoTech')",1
"('Beach Energy', 'JX Nippon')",1
"('Beach Energy', 'OMV')",1
"('Beach Energy', 'ONE Gas')",1
"('Beach Energy', 'Coterra Energy')",1
"('Beach Energy', 'Continental')",1
"('Beach Energy', 'ConocoPhillips')",1
"('Baker Hughes', 'Dana Gas')",1
"('Al Yasat Petroleum', 'Shell')",1
"('Al Yasat Petroleum', 'Sperry Drilling')",1
"('Al Yasat Petroleum', 'Talos Energy')",1
"('Al Yasat Petroleum', 'TotalEnergies')",1
"('Baker Hughes', 'Beach Energy')",1
"('Baker Hughes', 'Coterra Energy')",1
"('Baker Hughes', 'Deep Blue')",1
"('Baker Hughes', 'Talos Energy')",1
"('Baker Hughes', 'Ecopetrol')",1
"('Baker Hughes', 'Enerplus')",1
"('Baker Hughes', 'General Petroleum Corp.')",1
"('Baker Hughes', 'InnoTech')",1
"('Baker Hughes', 'ONE Gas')",1
"('Baker Hughes', 'Petrolab Australia')",1
"('Beach Energy', 'Pemex')",1
"('Beach Energy', 'Petrolab Australia')",1
"('Beach Energy', 'Range Resources')",1
"('Continental', 'Enerplus')",1
"('ConocoPhillips', 'Petrolab Australia')",1
"('ConocoPhillips', 'Sperry Drilling')",1
"('ConocoPhillips', 'Talos Energy')",1
"('Continental', 'Coterra Energy')",1
"('Continental', 'Dana Gas')",1
"('Continental', 'Deep Blue')",1
"('Continental', 'General Petroleum Corp.')",1
"('ConocoPhillips', 'ONE Gas')",1
"('Continental', 'Hibiscus Petroleum')",1
"('Continental', 'InnoTech')",1
"('Continental', 'JX Nippon')",1
"('Continental', 'ONE Gas')",1
"('Continental', 'Pemex')",1
"('Continental', 'Petrolab Australia')",1
"('ConocoPhillips', 'Pemex')",1
"('ConocoPhillips', 'General Petroleum Corp.')",1
"('Beach Energy', 'ResFrac')",1
"('Chevron', 'General Petroleum Corp.')",1
"('Beach Energy', 'Saudi Aramco')",1
"('Beach Energy', 'SLB')",1
"('Beach Energy', 'Sperry Drilling')",1
"('Beach Energy', 'Talos Energy')",1
"('Chevron', 'Dana Gas')",1
"('Chevron', 'Deep Blue')",1
"('Chevron', 'Hibiscus Petroleum')",1
"('ConocoPhillips', 'Enerplus')",1
"('Chevron', 'JX Nippon')",1
"('Chevron', 'ONE Gas')",1
"('Chevron', 'Petrolab Australia')",1
"('Chevron', 'Sperry Drilling')",1
"('ConocoPhillips', 'Dana Gas')",1
"('ConocoPhillips', 'Deep Blue')",1
"('DOE', 'ION Clean Energy')",1
"('Al Yasat Petroleum', 'CNPC')",1
"('Al Yasat Petroleum', 'China National Petroleum')",1
"('ExxonMobil', 'Sempra Energy')",1
"('Japan Petroleum Exploration', 'Progress Energy')",1
"('Apple', 'Eastern')",1
"('Boeing', 'Eastern')",1
"('Boeing', 'Forbes')",1
"('BG', 'Penn West')",1
"('Penn West', 'Texaco')",1
"('Marathon Oil', 'Penn West')",1
"('BJ Services', 'Nabors Industries')",1
"('Diaz Resources', 'McDaniel & Associates Consultants')",1
"('McDaniel & Associates Consultants', 'Tuscany Energy')",1
"('ATCO', 'Samson')",1
"('Deloitte', 'Lightstream Resources')",1
"('Barclays', 'Teine Energy')",1
"('Bloomberg', 'CAPP')",1
"('American Petroleum Institute', 'Cheniere Energy')",1
"('British Gas', 'Progress Energy')",1
"('Keystone', 'PwC')",1
"('Freeport LNG', 'PwC')",1
"('Kinder Morgan', 'Phillips 66')",1
"('Cameron', 'Enerplus')",1
"('Deloitte', 'Virginia Hills')",1
"('Pembina', 'Virginia Hills')",1
"('Penn West', 'Virginia Hills')",1
"('Canada Energy Partners', 'Shell')",1
"('IHS', 'Royal Dutch Shell')",1
"('Kinder Morgan', 'Valero Energy')",1
"('Freeport LNG', 'Keystone')",1
"('Alberta Energy Regulator', 'BG')",1
"('Baytex', 'Cameron')",1
"('Alberta Energy Regulator', 'Long Run Exploration')",1
"('AES', 'Alberta Energy Regulator')",1
"('AES', 'Enbridge')",1
"('Enbridge', 'Quantum')",1
"('American Petroleum Institute', 'Sempra Energy')",1
"('Goldman Sachs', 'Southern Pacific')",1
"('Eastern', 'Plains All American Pipeline')",1
"('Crescent Point', 'EnCana')",1
"('General Motors', 'Mitchell Energy')",1
"('General Motors', 'Shell')",1
"('Mitchell Energy', 'Twitter')",1
"('AAPG', 'Africa Oil')",1
"('Canadian Oil Sands', 'China National Offshore Oil ')",1
"('Canadian Oil Sands', 'Nexen')",1
"('China National Offshore Oil ', 'Imperial Oil')",1
"('China National Offshore Oil ', 'Mocal Energy')",1
"('Imperial Oil', 'Nexen')",1
"('Mocal Energy', 'Nexen')",1
"('Keystone', 'Woodside')",1
"('Athabasca Oil Corporation', 'Petrochina')",1
"('Boeing', 'Goldman Sachs')",1
"('Canadian Natural Resources', 'Perpetual Energy')",1
"('Cenovus', 'Perpetual Energy')",1
"('EOG', 'Twitter')",1
"('EOG', 'Mitchell Energy')",1
"('EOG', 'General Motors')",1
"('Eastern', 'Sable Offshore')",1
"('EnCana', 'Surge Energy')",1
"('Cequence Energy', 'Pinecrest')",1
"('Anadarko Petroleum', 'CNRL')",1
"('Anadarko Petroleum', 'Penn West')",1
"('Anadarko Petroleum', 'Suncor')",1
"('CNRL', 'Penn West')",1
"('Eastern', 'Virginia Hills')",1
"('BP', 'Mitchell Energy')",1
"('Sable Offshore', 'Virginia Hills')",1
"('Deloitte', 'Samson')",1
"('Deloitte', 'Spirit Energy')",1
"('Penn West', 'Samson')",1
"('Penn West', 'Spirit Energy')",1
"('Samson', 'Spirit Energy')",1
"('Alberta Energy Regulator', 'Pinecrest')",1
"('Cenovus', 'Mitsubishi')",1
"('Apache', 'Riverstone')",1
"('APA', 'Riverstone')",1
"('CNRL', 'Devon Energy')",1
"('CNRL', 'SNC')",1
"('Devon Energy', 'SNC')",1
"('Athabasca Oil Corporation', 'Canadian Natural Resources')",1
"('Indian Oil', 'Kinder Morgan')",1
"('Indian Oil', 'Twitter')",1
"('Keystone', 'Talisman')",1
"('Lilis Energy', 'Shoreline Energy')",1
"('Baytex', 'Goldman Sachs')",1
"('Alexander Energy', 'Relentless Resources')",1
"('Southwestern Energy', 'Suncor')",1
"('Southwestern Energy', 'Weatherford')",1
"('Suncor', 'Weatherford')",1
"('GE', 'Pembina')",1
"('Cameron', 'EnCana')",1
"('Amoco', 'SNC')",1
"('Amoco', 'Devon Energy')",1
"('Amoco', 'CNRL')",1
"('Pembina', 'Privateco')",1
"('Hyperion Exploration', 'McDaniel & Associates Consultants')",1
"('Alberta Energy Regulator', 'Border Petroleum')",1
"('Strike Energy', 'Zargon Oil')",1
"('Alberta Energy Regulator', 'Bonavista Energy')",1
"('Bonavista Energy', 'ConocoPhillips')",1
"('Black Shire Energy', 'McDaniel & Associates Consultants')",1
"('Crescent Point', 'Halliburton')",1
"('Alexander Energy', 'Alliance')",1
"('Alberta Energy Regulator', 'Angle Energy')",1
"('Alberta Energy Regulator', 'Troika Resources')",1
"('Apple', 'Lightstream Resources')",1
"('Google', 'Lightstream Resources')",1
"('KPMG', 'Manitok Energy')",1
"('Birch Lake Energy', 'Mooncor Oil & Gas')",1
"('BP PLC', 'ConocoPhillips')",1
"('American Petroleum Institute', 'Valero Energy')",1
"('IHS', 'Valero Energy')",1
"('Cameron', 'Continental')",1
"('CQ Energy Canada', 'Qatar Petroleum')",1
"('CQ Energy Canada', 'Suncor')",1
"('CQ Energy Canada', 'Twitter')",1
"('China National Offshore Oil ', 'Enbridge')",1
"('Eastern', 'PKN Orlen')",1
"('Apache', 'Pembina')",1
"('APA', 'International Petroleum')",1
"('PDC Energy', 'Shoreline Energy')",1
"('Apache', 'International Petroleum')",1
"('Apache', 'Enbridge')",1
"('Apache', 'Keystone')",1
"('Enbridge', 'Plains Midstream')",1
"('Keystone', 'Plains Midstream')",1
"('APA', 'Fieldwood Energy')",1
"('Centrica', 'Twitter')",1
"('Caterpillar', 'ExxonMobil')",1
"('Angle Energy', 'KPMG')",1
"('BlackPearl Resources', 'Indian Oil')",1
"('Alexander Energy', 'Pembina')",1
"('IHS', 'Texaco')",1
"('Apache', 'Kinder Morgan')",1
"('ATCO', 'Kinder Morgan')",1
"('Pembina', 'Questerre')",1
"('Alberta Energy Regulator', 'Tourmaline')",1
"('Angle Energy', 'Indian Oil')",1
"('Boeing', 'Keystone')",1
"('Indian Oil', 'Troika Resources')",1
"('ARC Resources', 'BP')",1
"('Renegade Petroleum', 'Toscana Energy')",1
"('Cameron', 'Renegade Petroleum')",1
"('Alberta Energy Regulator', 'Petroforte International')",1
"('Boeing', 'Caterpillar')",1
"('Imperial Oil', 'Perpetual Energy')",1
"('Eastern', 'Plains Midstream')",1
"('Cameron', 'Texas LNG')",1
"('Lukoil', 'Royal Dutch Shell')",1
"('Continental', 'Saipem')",1
"('Continental', 'Trident')",1
"('Eastern', 'Google')",1
"('Eastern', 'Romgaz')",1
"('Eastern', 'Saipem')",1
"('Eastern', 'Trident')",1
"('Google', 'Lukoil')",1
"('Google', 'OMV')",1
"('Google', 'Romgaz')",1
"('Google', 'Rosneft')",1
"('Google', 'Royal Dutch Shell')",1
"('Google', 'Saipem')",1
"('Google', 'Trident')",1
"('Halliburton', 'Romgaz')",1
"('Halliburton', 'Trident')",1
"('Continental', 'Rosneft')",1
"('Continental', 'Romgaz')",1
"('Continental', 'Lukoil')",1
"('Blue Stream', 'Lukoil')",1
"('Stabroek', 'Technip')",1
"('Blue Stream', 'Chevron')",1
"('Blue Stream', 'Continental')",1
"('Blue Stream', 'Eastern')",1
"('Blue Stream', 'Google')",1
"('Blue Stream', 'Halliburton')",1
"('Blue Stream', 'OMV')",1
"('Continental', 'Google')",1
"('Blue Stream', 'Royal Dutch Shell')",1
"('Blue Stream', 'Saipem')",1
"('Blue Stream', 'SLB')",1
"('Blue Stream', 'Shell')",1
"('Blue Stream', 'Trident')",1
"('Chevron', 'Romgaz')",1
"('Lukoil', 'Romgaz')",1
"('Lukoil', 'Saipem')",1
"('Keyera', 'Plains All American Pipeline')",1
"('Lukoil', 'Trident')",1
"('Búzios', 'Rystad Energy')",1
"('Búzios', 'TotalEnergies')",1
"('Búzios', 'YPF')",1
"('Equinor', 'Galp Energia')",1
"('Galp Energia', 'YPF')",1
"('Chesapeake', 'National Oilwell Varco')",1
"('Kuwait Oil', 'National Oilwell Varco')",1
"('BP', 'Quidnet Energy')",1
"('Chevron', 'Quidnet Energy')",1
"('Quidnet Energy', 'Shell')",1
"('Chesapeake', 'Validus Energy')",1
"('Dell', 'Validus Energy')",1
"('Devon Energy', 'Southwestern Energy')",1
"('Southwestern Energy', 'Validus Energy')",1
"('KBR', 'TotalEnergies')",1
"('Búzios', 'Galp Energia')",1
"('Búzios', 'Equinor')",1
"('Bloomberg', 'YPF')",1
"('Romgaz', 'Shell')",1
"('OMV', 'Romgaz')",1
"('OMV', 'Rosneft')",1
"('Romgaz', 'Rosneft')",1
"('Romgaz', 'Royal Dutch Shell')",1
"('Romgaz', 'Saipem')",1
"('Romgaz', 'SLB')",1
"('Romgaz', 'Trident')",1
"('Bloomberg', 'Búzios')",1
"('Rosneft', 'Royal Dutch Shell')",1
"('Rosneft', 'Trident')",1
"('Royal Dutch Shell', 'Saipem')",1
"('Royal Dutch Shell', 'Trident')",1
"('SLB', 'Saipem')",1
"('Saipem', 'Trident')",1
"('Apache', 'Technip')",1
"('APA', 'Technip')",1
"('Halliburton', 'Meta')",1
"('ExxonMobil', 'Vital Energy')",1
"('Global Energy Group', 'McDaniel & Associates Consultants')",1
"('Global Energy Group', 'Woods')",1
"('McDaniel & Associates Consultants', 'Woods')",1
"('Kinder Morgan', 'Korea Gas')",1
"('Kinder Morgan', 'Mitsubishi')",1
"('Pembina', 'Zargon Oil')",1
"('Deloitte', 'Peace River Oil Partnership')",1
"('Keystone', 'Peace River Oil Partnership')",1
"('Keystone', 'Penn West')",1
"('Mitsubishi', 'Papua')",1
"('Mitsubishi', 'Statoil')",1
"('Mitsubishi', 'Talisman')",1
"('Papua', 'Statoil')",1
"('Statoil', 'Talisman')",1
"('Eastern', 'Marquee Energy')",1
"('Cameron', 'Trilogy Energy')",1
"('Contact Exploration', 'Pieridae Energy Limited')",1
"('Cameron', 'McDaniel & Associates Consultants')",1
"('Edison', 'NextEra Energy Resources')",1
"('Keyera', 'Plains Midstream')",1
"('Plains All American Pipeline', 'Plains Midstream')",1
"('Pembina', 'Waldron Energy')",1
"('AltaGas', 'NextEra Energy Resources')",1
"('AltaGas', 'Siemens')",1
"('Edison', 'Idemitsu')",1
"('Edison', 'Siemens')",1
"('Invicta Energy Corp', 'Whitecap')",1
"('Idemitsu', 'NextEra Energy Resources')",1
