Company Pair,Count
"('CNRL', 'Strathcona Resources')",2
"('CNOOC', 'Continental')",2
"('Enbridge', 'Repsol')",2
"('CNX Resources', 'Comstock Resources')",2
"('CNX Resources', 'Southwestern Energy')",2
"('EXPEC', 'Eastern')",2
"('Continental', 'Faroe Petroleum')",2
"('Chevron', 'Spirit Energy')",2
"('Enverus', 'Liberty Energy')",2
"('DOE', 'Statoil')",2
"('DOE', 'Saudi Aramco')",2
"('Cheniere Energy', 'Goldman Sachs')",2
"('Goldman Sachs', 'Tellurian')",2
"('Goldman Sachs', 'Venture Global')",2
"('Enverus', 'Halliburton')",2
"('ESG', 'EY')",2
"('Earthstone', 'SLB')",2
"('Enbridge', 'Texas LNG')",2
"('ESG', 'Texas LNG')",2
"('Equinor', 'Faroe Petroleum')",2
"('Diamondback Energy', 'Earthstone')",2
"('Bharat Petroleum', 'Chevron')",2
"('ConocoPhillips', 'Mobil Oil')",2
"('Cimarex Energy', 'IOR Pioneer')",2
"('Cimarex Energy', 'IOGP')",2
"('Cimarex Energy', 'Halliburton')",2
"('Cimarex Energy', 'EXPEC')",2
"('Cimarex Energy', 'Equinor')",2
"('EOG', 'Halcon')",2
"('Cimarex Energy', 'Eastern')",2
"('FPSO', 'Ocean Energy')",2
"('Cimarex Energy', 'ConocoPhillips')",2
"('FPSO', 'Snorre')",2
"('Chevron', 'Kuwait Gulf Oil ')",2
"('Global Energy Group', 'Ocean Energy')",2
"('Cimarex Energy', 'Kuwait Oil')",2
"('Beach Energy', 'Chevron')",2
"('DOE', 'Eastern')",2
"('CNOOC', 'Global Energy Group')",2
"('Amazon', 'GE')",2
"('American Petroleum Institute', 'Gazprom')",2
"('ConocoPhillips', 'PETEX')",2
"('Rystad Energy', 'W&T Offshore')",2
"('CNOOC', 'Trion')",2
"('ExxonMobil', 'W&T Offshore')",2
"('CNOOC', 'Neptune')",2
"('Petroleum Reserve', 'Rystad Energy')",2
"('Cimarex Energy', 'Texaco')",2
"('SLB', 'Secure Energy Services')",2
"('Equinor', 'Trion')",2
"('Cimarex Energy', 'Shell')",2
"('Baker Hughes', 'Sperry Drilling')",2
"('Callon Petroleum', 'Devon Energy')",2
"('CNX Resources', 'Chesapeake')",2
"('IHS', 'OMV')",2
"('Matador Resources', 'SilverBow')",2
"('Edison', 'Galp Energia')",2
"('BG', 'Rosneft')",2
"('ARC Resources', 'Canadian Natural Resources')",2
"('Birchcliff Energy', 'Canadian Natural Resources')",2
"('Birchcliff Energy', 'Ovintiv')",2
"('IOGP', 'Kuwait Oil')",2
"('Canadian Natural Resources', 'Ovintiv')",2
"('SLB', 'Yunka Energy')",2
"('Baker Hughes', 'Edison')",2
"('AIME', 'ExxonMobil')",2
"('Goldman Sachs', 'SLB')",2
"('Anadarko Petroleum', 'Texaco')",2
"('Shell', 'Yunka Energy')",2
"('Anadarko Petroleum', 'Rosneft')",2
"('Aker BP', 'Woodside')",2
"('BG', 'Texaco')",2
"('IHS', 'Talos Energy')",2
"('Liberty Energy', 'Rystad Energy')",2
"('Saudi Aramco', 'Yunka Energy')",2
"('Alberta Energy Regulator', 'Distinction Energy')",2
"('Alliance', 'Distinction Energy')",2
"('Distinction Energy', 'ESG')",2
"('Baytex', 'Elkhorn Resources')",2
"('Saudi Aramco', 'UN')",2
"('ESG', 'KPMG')",2
"('Alberta Energy Regulator', 'Baker Hughes')",2
"('Occidental', 'Phillips 66')",2
"('SLB', 'Sperry Drilling')",2
"('Shell', 'Sperry Drilling')",2
"('SLB', 'Tenaris')",2
"('Enerplus', 'Neptune')",2
"('ARC Resources', 'Birchcliff Energy')",2
"('AIME', 'PetroBowl')",2
"('AIME', 'Amoco')",2
"('AAPG', 'ACE')",2
"('Eastern', 'IOGP')",2
"('BP', 'Frontline')",2
"('Civitas Resources', 'Occidental')",2
"('Civitas Resources', 'ExxonMobil')",2
"('FPSO', 'i3 Energy')",2
"('Chevron', 'Earthstone')",2
"('Indian Oil', 'Reliance Industries')",2
"('Equinor', 'Novatek')",2
"('ExxonMobil', 'Liberty Energy')",2
"('Deltastream Energy Corporation', 'SLB')",2
"('Aera', 'BP')",2
"('IHS', 'Pemex')",2
"('BP PLC', 'Rystad Energy')",2
"('China Gas', 'ExxonMobil')",2
"('Faroe Petroleum', 'Spirit Energy')",2
"('Athabasca Oil Corporation', 'Pembina')",2
"('Enbridge', 'Petroleum Reserve')",2
"('Carbon Solutions', 'Guangdong Energy')",2
"('Aker BP', 'ExxonMobil')",2
"('Carbon Solutions', 'Eagle Ford')",2
"('Texaco', 'UN')",2
"('Texaco', 'Yunka Energy')",2
"('UN', 'Yunka Energy')",2
"('Anegada', 'Tamarack Valley')",2
"('Aker BP', 'Chevron')",2
"('AAPG', 'UN')",2
"('Crestwynd Exploration', 'Rolling Hills Energy')",2
"('Galp Energia', 'Venture Global')",2
"('Equinor', 'JPT')",2
"('AAPG', 'Saudi Aramco')",2
"('EXPEC', 'Texaco')",2
"('ESG', 'Tourmaline')",2
"('Eastern', 'Oxy Low Carbon Ventures')",2
"('EXPEC', 'Kuwait Oil')",2
"('Mitchell Energy', 'Texas Railroad Commission')",2
"('EOG', 'RBN Energy')",2
"('BP', 'IOR Pioneer')",2
"('Saudi Aramco', 'Tesla')",2
"('Cheniere Energy', 'DOE')",2
"('Cameron', 'DOE')",2
"('Continental', 'Oasis Petroleum')",2
"('Cameron', 'Ocean Energy')",2
"('Devon Energy', 'PDC Energy')",2
"('Saudi Aramco', 'Twitter')",2
"('Ocean Energy', 'Rystad Energy')",2
"('Civitas Resources', 'Diamondback Energy')",2
"('Oasis Petroleum', 'Shell')",2
"('American Petroleum Institute', 'PLC')",2
"('Eastern', 'Egyptian Natural Gas Holding')",2
"('Eastern', 'Qatar Petroleum')",2
"('Enverus', 'Mercer')",2
"('ENI', 'OMV')",2
"('Concho Resources', 'Continental')",2
"('Civitas Resources', 'Continental')",2
"('Equinor', 'Neste')",2
"('ConocoPhillips', 'Coterra Energy')",2
"('FPSO', 'Toho Gas')",2
"('ConocoPhillips', 'Tourmaline')",2
"('Chevron', 'ResFrac')",2
"('Crescent Point', 'KUFPEC')",2
"('Carbon Solutions', 'Mitsubishi')",2
"('Baker Hughes', 'Earthstone')",2
"('Enbridge', 'Enhance Energy')",2
"('Chevron', 'Nexen')",2
"('Enbridge', 'Mitsubishi')",2
"('CNOOC', 'Novatek')",2
"('ESG', 'Prairie Provident Resources')",2
"('Enerplus', 'Occidental')",2
"('BP', 'Oasis Petroleum')",2
"('Chesapeake', 'Concho Resources')",2
"('Marathon Oil', 'Permian Resources')",2
"('Exmar', 'ExxonMobil')",2
"('Neptune', 'Snorre')",2
"('Sanchez Energy', 'Vanguard')",2
"('DeepStar', 'Equinor')",2
"('Bharat Petroleum', 'Eastern')",2
"('Chevron', 'DeepStar')",2
"('Bharat Petroleum', 'Rosneft')",2
"('EnVen', 'Shell')",2
"('Subsea 7', 'Technip')",2
"('Jones Energy', 'Vanguard')",2
"('Anadarko Petroleum', 'Diamondback Energy')",2
"('ESG', 'KKR')",2
"('Cimarex Energy', 'Ovintiv')",2
"('ONGC', 'Rystad Energy')",2
"('Jones Energy', 'Sanchez Energy')",2
"('Cimarex Energy', 'IHS')",2
"('Dakota Access Pipeline', 'ESG')",2
"('EnVen', 'Talos Energy')",2
"('Ocean Energy', 'Subsea 7')",2
"('BASF', 'Twitter')",2
"('LinkedIn', 'Parsley Energy')",2
"('BASF', 'Bloomberg')",2
"('Dell', 'Rystad Energy')",2
"('Harbour Energy', 'TotalEnergies')",2
"('ConocoPhillips', 'Data Gumbo')",2
"('Repsol', 'Stabroek')",2
"('Alliance', 'IHS')",2
"('Equinor', 'Subsea 7')",2
"('DeepStar', 'Shell')",2
"('ADIPEC', 'Eastern')",2
"('Diamondback Energy', 'LinkedIn')",2
"('Stabroek', 'Woodside')",2
"('Chevron', 'LinkedIn')",2
"('CNPC', 'National Iranian Oil Company')",2
"('Enverus', 'Equinor')",2
"('Exmar', 'TotalEnergies')",2
"('Coterra Energy', 'Golden Pass')",2
"('Baker Hughes', 'Permian Resources')",2
"('ESG', 'Tesla')",2
"('Transocean', 'Valaris')",2
"('Al Mansoori Directional Drilling Services', 'Halliburton')",2
"('ADNOC', 'Al Mansoori Directional Drilling Services')",2
"('Chevron', 'Kosmos Energy')",2
"('Anadarko Petroleum', 'Ocean Energy')",2
"('Anadarko Petroleum', 'Kosmos Energy')",2
"('Rystad Energy', 'Twitter')",2
"('Al Mansoori Directional Drilling Services', 'SLB')",2
"('ESG', 'Prairie Storm Resources')",2
"('ESG', 'Storm Resources')",2
"('ChampionX', 'Rystad Energy')",2
"('Blade Energy Partners', 'Chevron')",2
"('Alliance', 'Texaco')",2
"('Husky Energy', 'Pembina')",2
"('Seadrill', 'Valaris')",2
"('Blade Energy Partners', 'Equinor')",2
"('Equinor', 'Twitter')",2
"('Brigham', 'Eagle Ford')",2
"('Neptune', 'Tampen')",2
"('Brigham', 'Eastern')",2
"('Devon Energy', 'Laredo Petroleum')",2
"('Blade Energy Partners', 'Shell')",2
"('Blade Energy Partners', 'SLB')",2
"('Blade Energy Partners', 'Saudi Aramco')",2
"('Halcon', 'SandRidge Energy')",2
"('Borr Drilling', 'Transocean')",2
"('NCS Multistage', 'Newfield Exploration')",2
"('National Oilwell Varco', 'Occidental')",2
"('Blade Energy Partners', 'Halliburton')",2
"('Al Mansoori Directional Drilling Services', 'Weatherford')",2
"('Kosmos Energy', 'Ocean Energy')",2
"('Equinor', 'Kosmos Energy')",2
"('China National Petroleum', 'Novatek')",2
"('Laredo Petroleum', 'Shell')",2
"('Alliance', 'NNPC')",2
"('Suncor', 'YPF')",2
"('AIME', 'Kuwait Oil')",2
"('Baker Hughes', 'Canadian Natural Resources')",2
"('Hyundai', 'Rystad Energy')",2
"('Baker Hughes', 'Suncor')",2
"('Canadian Natural Resources', 'YPF')",2
"('CNOOC', 'YPF')",2
"('Enterprise Products', 'Rystad Energy')",2
"('Baker Hughes', 'IBM')",2
"('Chevron', 'InnoTech')",2
"('Avalon', 'Hays')",2
"('AIME', 'Cimarex Energy')",2
"('AIME', 'BP')",2
"('Chevron', 'Liberty Energy')",2
"('Enerplus', 'Enverus')",2
"('Eagle Ford', 'Halcón Resources')",2
"('Freeport LNG', 'Tellurian')",2
"('Beach Energy', 'TotalEnergies')",2
"('Chesapeake', 'Exco')",2
"('Alliance', 'EXPEC')",2
"('Hyundai', 'TotalEnergies')",2
"('Eagle Ford', 'Exco')",2
"('Beach Energy', 'Shell')",2
"('CNPC', 'Mitsubishi')",2
"('CNRL', 'Cardinal Energy')",2
"('Cardinal Energy', 'Crescent Point')",2
"('CNOOC', 'Mitsubishi')",2
"('Guangdong Energy', 'Shell')",2
"('Guangdong Energy', 'Rio Grande')",2
"('China National Petroleum', 'Mitsubishi')",2
"('ChampionX', 'Halliburton')",2
"('Google', 'IBM')",2
"('IOGP', 'Texaco')",2
"('Chevron', 'RBN Energy')",2
"('IOR Pioneer', 'Kuwait Oil')",2
"('Acorn', 'Occidental')",2
"('Laredo Petroleum', 'Vital Energy')",2
"('AltaGas', 'Enbridge')",2
"('Pembina', 'Rystad Energy')",2
"('Forge', 'Vital Energy')",2
"('Acorn', 'Chevron')",2
"('SAS', 'SLB')",2
"('Deloitte', 'Woods')",2
"('Phillips 66', 'Reliance Industries')",2
"('Forge', 'Laredo Petroleum')",2
"('Chevron', 'Noble Corp')",2
"('Carbon Engineering', 'Chevron')",2
"('Cenovus', 'Deloitte')",2
"('Hammerfest LNG', 'Neptune')",2
"('FPSO', 'PetroRio')",2
"('Cheniere Energy', 'Woods')",2
"('Texas LNG', 'Venture Global')",2
"('Repsol', 'Teine Energy')",2
"('Pipestone Energy', 'Strathcona Resources')",2
"('Fusion Fuel', 'Ocean Energy')",2
"('Imperial Oil', 'Tourmaline')",2
"('MEG Energy', 'Suncor')",2
"('MEG Energy', 'Tourmaline')",2
"('AAPG', 'Amoco')",2
"('Bharat Petroleum', 'ONGC')",2
"('CNOOC', 'Eagle Ford')",2
"('Eastern', 'PetroBowl')",2
"('ADNOC', 'Gulf Cooperation Council')",2
"('Barclays', 'Ovintiv')",2
"('Cameron', 'KPMG')",2
"('Reliance Industries', 'Valero Energy')",2
"('OMV', 'UN')",2
"('Cheniere Energy', 'Texas LNG')",2
"('ESG', 'Riverstone')",2
"('Shell', 'Tampen')",2
"('Eagle Ford', 'Patterson-UTI')",2
"('New Fortress Energy', 'Pemex')",2
"('MidOcean Energy', 'Tokyo Gas')",2
"('EXPEC', 'PetroBowl')",2
"('Kiewit', 'New Fortress Energy')",2
"('Cheniere Energy', 'Occidental')",2
"('Eastern', 'Quantum')",2
"('Lundin Petroleum', 'Spirit Energy')",2
"('Lundin Petroleum', 'OMV')",2
"('CNPC', 'China Petroleum & Chemical')",2
"('ExxonMobil', 'IOGP')",2
"('ONGC', 'Saudi Aramco')",2
"('Halliburton', 'ONGC')",2
"('Intel', 'Pembina')",2
"('ConocoPhillips', 'Spirit Energy')",2
"('Gear Energy', 'Intel')",2
"('OMV', 'Spirit Energy')",2
"('China National Petroleum', 'China Petroleum & Chemical')",2
"('Baker Hughes', 'Barclays')",2
"('Chevron', 'New Fortress Energy')",2
"('PBF Energy', 'Suncor')",2
"('FLNG', 'Golar LNG')",2
"('Shell', 'Snorre')",2
"('EXPEC', 'ExxonMobil')",2
"('Lukoil', 'National Iranian Oil Company')",2
"('Apple', 'Marathon Oil')",2
"('INPEX', 'New Fortress Energy')",2
"('Petrus Resources', 'Whitecap')",2
"('Eversource', 'Shell')",2
"('Amazon', 'Saudi Aramco')",2
"('Eversource', 'SLB')",2
"('INPEX', 'Venture Global')",2
"('BP', 'Tampen')",2
"('BP', 'Snorre')",2
"('Google', 'Saudi Aramco')",2
"('Google', 'LinkedIn')",2
"('Repsol', 'Riverstone')",2
"('SM Energy', 'Shell')",2
"('Cenovus', 'RBN Energy')",2
"('Chevron', 'FLNG')",2
"('BP', 'Basra Oil Company')",2
"('ExxonMobil', 'Galp Energia')",2
"('Eagle Ford', 'NCS Multistage')",2
"('Global Energy Group', 'Transocean')",2
"('ConocoPhillips', 'Siemens')",2
"('Chevron', 'Yunka Energy')",2
"('Crescent Point', 'Ovintiv')",2
"('Baker Hughes', 'Groningen')",2
"('Cenovus', 'Saturn')",2
"('Baytex', 'Ovintiv')",2
"('Bloomberg', 'CNOOC')",2
"('ARC Resources', 'Tamarack Valley')",2
"('Diamond Offshore', 'Global Energy Group')",2
"('Civitas Resources', 'PDC Energy')",2
"('Repsol', 'Sierra Oil & Gas')",2
"('Diamondback Energy', 'Energen')",2
"('FPSO', 'Novatek')",2
"('FPSO', 'Qana')",2
"('China National Offshore Oil ', 'Sinochem')",2
"('Neptune', 'Pemex')",2
"('Rio Grande', 'SLB')",2
"('Eagle Ford', 'PetroVietnam')",2
"('Caelus Energy', 'Shell')",2
"('BP', 'Trident')",2
"('Crescent Point', 'Intel')",2
"('Caelus Energy', 'Ocean Energy')",2
"('Enbridge', 'KKR')",2
"('Eagle Ford', 'Gibson Energy')",2
"('ARC Resources', 'Canbriam')",2
"('Chevron', 'PetroBowl')",2
"('ARC Resources', 'Suncor')",2
"('AAPG', 'TotalEnergies')",2
"('Rio Grande', 'Sempra Energy')",2
"('Hyundai', 'Transocean')",2
"('Enerplus', 'MEG Energy')",2
"('Continental', 'Hammerhead Energy')",2
"('Continental', 'Decarbonization Plus ')",2
"('Pemex', 'SLB')",2
"('EOG', 'ESG')",2
"('Earthstone', 'Northern Oil and Gas')",2
"('BHP Petroleum', 'Woodside')",2
"('Obsidian Energy', 'Whitecap')",2
"('BHP Petroleum', 'Trion')",2
"('BHP Petroleum', 'Pemex')",2
"('Intel', 'Repsol')",2
"('Chevron', 'Freeport LNG')",2
"('ADNOC', 'Emirates Steel')",2
"('Riverstone', 'Sierra Oil & Gas')",2
"('Pemex', 'Woodside')",2
"('Cameron', 'Rio Grande')",2
"('Crew Energy', 'MEG Energy')",2
"('Gear Energy', 'Kelt Exploration')",2
"('Transocean', 'Woodside')",2
"('Gear Energy', 'MEG Energy')",2
"('BP', 'Yunka Energy')",2
"('CNRL', 'Enerplus')",2
"('HWN Energy', 'Intel')",2
"('Northern Oil and Gas', 'XCL')",2
"('Permian Resources', 'SM Energy')",2
"('Ovintiv', 'SM Energy')",2
"('Kelt Exploration', 'Petrus Resources')",2
"('GE', 'i3 Energy')",2
"('Baker Hughes', 'i3 Energy')",2
"('Pemex', 'Valero Energy')",2
"('Enverus', 'Goldman Sachs')",2
"('OMV', 'ResFrac')",2
"('ExxonMobil', 'Yunka Energy')",2
"('ConocoPhillips', 'Kinder Morgan')",2
"('Indian Oil', 'Rystad Energy')",2
"('Diamondback Energy', 'Phillips 66')",2
"('Balder', 'Continental')",2
"('Hemisphere Energy', 'Ovintiv')",2
"('Hemisphere Energy', 'MEG Energy')",2
"('Enbridge', 'Tourmaline')",2
"('ESG', 'Rattler Midstream')",2
"('ResFrac', 'TotalEnergies')",2
"('Diamondback Energy', 'ESG')",2
"('Amoco', 'Baker Hughes')",2
"('Baker Hughes', 'Woods')",2
"('Carbon Solutions', 'Goldman Sachs')",2
"('Range Resources', 'Texaco')",2
"('ExxonMobil', 'Mobil Oil')",2
"('Freeport LNG', 'Goldman Sachs')",2
"('Balder', 'FPSO')",2
"('ARC Resources', 'Cheniere Energy')",2
"('Range Resources', 'SLB')",2
"('Chesapeake', 'Ovintiv')",2
"('Beacon Offshore', 'ESG')",2
"('Idemitsu', 'Statoil')",2
"('BP', 'Nexen')",2
"('Amoco', 'Eastern')",2
"('Cygnet Energy', 'Murphy Oil')",2
"('ADNOC', 'Talos Energy')",2
"('CNRL', 'Murphy Oil')",2
"('Cheniere Energy', 'ESG')",2
"('Ovintiv', 'Rystad Energy')",2
"('CNRL', 'Cygnet Energy')",2
"('InnoTech', 'SLB')",2
"('InnoTech', 'Saudi Aramco')",2
"('InnoTech', 'ResFrac')",2
"('Baytex', 'Saturn')",2
"('Continental', 'Petroleum Reserve')",2
"('Range Resources', 'Saudi Aramco')",2
"('Halliburton', 'Indian Oil')",2
"('ConocoPhillips', 'Select Energy')",2
"('Forbes', 'Google')",2
"('Kuwait Oil', 'NNPC')",2
"('Lundin Energy', 'Occidental')",2
"('Hilcorp', 'Ocean Energy')",2
"('Rockcliff Energy', 'Samson')",2
"('ESG', 'WSP')",2
"('PetroBowl', 'Texaco')",2
"('Kuwait Oil', 'Texaco')",2
"('Barclays', 'Rystad Energy')",2
"('InnoTech', 'OMV')",2
"('Quantum', 'Samson')",2
"('Kuwait Gulf Oil ', 'Kuwait Oil')",2
"('ESG', 'West Lake Energy')",2
"('Cameron', 'Danzig Resources')",2
"('Occidental', 'Suncor')",2
"('Alberta Energy Regulator', 'Google')",2
"('Bloomberg', 'Cenovus')",2
"('American Petroleum Institute', 'Carbon Solutions')",2
"('Constellation Energy Corp', 'Freeport LNG')",2
"('PETEX', 'Shell')",2
"('Alliance', 'BASF')",2
"('Chevron', 'Select Energy')",2
"('Chevron', 'XRI')",2
"('Spirit Energy', 'Statoil')",2
"('Shell', 'Tellurian')",2
"('Occidental', 'Rosneft')",2
"('Statoil', 'Texaco')",2
"('Rosneft', 'Woodside')",2
"('Rosneft', 'Texaco')",2
"('Decarbonization Plus ', 'Eastern')",2
"('Eastern', 'Riverstone')",2
"('Occidental', 'Statoil')",2
"('BP', 'SM Energy')",2
"('BP PLC', 'Chevron')",2
"('ESG', 'Freehold Royalties')",2
"('Cenovus', 'Halliburton')",2
"('Carbon Solutions', 'Halliburton')",2
"('Indian Oil', 'Saudi Aramco')",2
"('DOE', 'New Fortress Energy')",2
"('BP', 'Centrica')",2
"('Centrica', 'Idemitsu')",2
"('Amoco', 'Saudi Aramco')",2
"('Cenovus', 'Occidental')",2
"('Baker Hughes', 'ONGC')",2
"('Centrica', 'OMV')",2
"('ExxonMobil', 'Ovintiv')",2
"('Centrica', 'Petoro')",2
"('ConocoPhillips', 'Marathon Petroleum Corp')",2
"('Avalon', 'SLB')",2
"('Avalon', 'IHS')",2
"('Crescent Point', 'Storm Resources')",2
"('Baker Hughes', 'Cenovus')",2
"('Advantage Energy', 'Baytex')",2
"('Continental', 'Tampen')",2
"('Halliburton', 'Marathon Oil')",2
"('Halliburton', 'PetroBowl')",2
"('Aker BP', 'Spirit Energy')",2
"('Kuwait Oil', 'Occidental')",2
"('Goldman Sachs', 'Stabroek')",2
"('Amazon', 'UN')",2
"('FPSO', 'Tampen')",2
"('Alliance', 'Valero Energy')",2
"('Petoro', 'Tampen')",2
"('Crescent Point', 'ExxonMobil')",2
"('BP', 'LG Energy Solution')",2
"('Indian Oil', 'Kuwait Oil')",2
"('Alliance', 'Occidental')",2
"('Alliance', 'Oxy Low Carbon Ventures')",2
"('Amoco', 'PetroBowl')",2
"('Chesapeake', 'Parsley Energy')",2
"('Amoco', 'Ovintiv')",2
"('InnoTech', 'Shell')",2
"('Goldman Sachs', 'Saturn')",2
"('InnoTech', 'TotalEnergies')",2
"('CAPP', 'Crescent Point')",2
"('ESG', 'Kiwetinohk Energy')",2
"('Southwestern Energy', 'Tokyo Gas')",2
"('Chevron', 'SM Energy')",2
"('ESG', 'XTO')",2
"('Halliburton', 'Phillips 66')",2
"('BP', 'Qana')",2
"('Beacon Offshore', 'Shell')",2
"('Amoco', 'IOR Pioneer')",2
"('Deloitte', 'EY')",2
"('Athabasca Oil Corporation', 'Petroleum Reserve')",2
"('Advantage Energy', 'Crescent Point')",2
"('Kosmos Energy', 'Talos Energy')",2
"('ADNOC', 'IHS')",2
"('Amoco', 'Newfield Exploration')",2
"('IOR Pioneer', 'PetroBowl')",2
"('ADNOC', 'Harbour Energy')",2
"('ConocoPhillips', 'Liberty Resources')",2
"('Pembina', 'i3 Energy')",2
"('General Motors', 'LG Energy Solution')",2
"('Centrica', 'Spirit Energy')",2
"('Phillips 66', 'SLB')",2
"('Crescent Point', 'Tamarack Valley')",2
"('Oxy Low Carbon Ventures', 'SLB')",2
"('Oxy Low Carbon Ventures', 'Phillips 66')",2
"('Caltex', 'Intel')",2
"('Occidental', 'Valero Energy')",2
"('Baker Hughes', 'Nabors Industries')",2
"('TotalEnergies', 'Vanguard')",2
"('Rio Grande', 'Tellurian')",2
"('Chevron', 'KKR')",2
"('Neptune', 'Repsol')",2
"('Bloomberg', 'Pembina')",2
"('General Motors', 'IHS')",2
"('Razor Energy', 'Virginia Hills')",2
"('Búzios', 'CNPC')",2
"('Google', 'OpenAI')",2
"('Búzios', 'CNOOC')",2
"('Equinor', 'Pembina')",2
"('ADNOC', 'ConocoPhillips')",2
"('ATCO', 'Alliance')",2
"('Anegada', 'i3 Energy')",2
"('Chevron', 'United Oil & Gas')",2
"('ATCO', 'Pembina')",2
"('ADNOC', 'Lukoil')",2
"('Caterpillar', 'Keystone')",2
"('BP PLC', 'Baker Hughes')",2
"('Beacon Offshore', 'Hyundai')",2
"('Alliance', 'PBF Energy')",2
"('ESG', 'Perpetual Energy')",2
"('ExxonMobil', 'Sperry Drilling')",2
"('BP', 'Coterra Energy')",2
"('ExxonMobil', 'ResFrac')",2
"('FPSO', 'Murphy Oil')",2
"('Cenovus', 'Murphy Oil')",2
"('Advantage Energy', 'McDaniel & Associates Consultants')",2
"('Southwestern Energy', 'Tellurian')",2
"('Chevron', 'Neste')",2
"('Alberta Energy Regulator', 'PwC')",2
"('Barclays', 'Devon Energy')",2
"('Chesapeake', 'SilverBow')",2
"('Intel', 'Tesla')",2
"('Diamondback Energy', 'FireBird Energy')",2
"('Anadarko Petroleum', 'Stabroek')",2
"('Enverus', 'Standard Oil')",2
"('Occidental', 'Stabroek')",2
"('Alberta Energy Regulator', 'SLB')",2
"('BASF', 'Siemens')",2
"('Forbes', 'Twitter')",2
"('Baker Hughes', 'Pemex')",2
"('Ecopetrol', 'ResFrac')",2
"('Bloomberg', 'Forbes')",2
"('Ecopetrol', 'Saudi Aramco')",2
"('Eagle Ford', 'Forbes')",2
"('Ovintiv', 'Woodford')",2
"('BASF', 'Equinor')",2
"('Ecopetrol', 'SLB')",2
"('ATCO', 'IHS')",2
"('Enbridge', 'Equinor')",2
"('NuVista Energy', 'Paramount Resources')",2
"('Inception Exploration ', 'McDaniel & Associates Consultants')",2
"('ADNOC', 'Rosneft')",2
"('Equinor', 'Lukoil')",2
"('ESG', 'PwC')",2
"('Devon Energy', 'Neptune')",2
"('ADNOC', 'Carbon Solutions')",2
"('BP', 'BPTT')",2
"('GE', 'Microsoft')",2
"('Crescent Energy', 'Matador Resources')",2
"('Crescent Energy', 'Marathon Oil')",2
"('Cenovus', 'Woodside')",2
"('Halliburton', 'TotalEnergies')",2
"('BP', 'Standard Oil')",2
"('IBM', 'Lockheed Martin')",2
"('Royal Dutch Shell', 'Sakhalin Energy')",2
"('McDaniel & Associates Consultants', 'Spartan Delta Corp')",2
"('Heerema', 'Woodside')",2
"('Eagle Ford', 'KPMG')",2
"('Equinor', 'United Oil & Gas')",2
"('FPSO', 'Twitter')",2
"('Concho Resources', 'Eastern')",2
"('Eastern', 'JPT')",2
"('Crew Energy', 'ESG')",2
"('KPMG', 'Toscana Energy')",2
"('Bluewater', 'Ithaca Energy')",2
"('Bluewater', 'Shell')",2
"('PLC', 'Venture Global')",2
"('C&J Energy', 'SLB')",2
"('China Petroleum & Chemical', 'Venture Global')",2
"('ConocoPhillips', 'Goldman Sachs')",2
"('Enterprise Products', 'RBN Energy')",2
"('CNOOC', 'Talos Energy')",2
"('Cheniere Energy', 'PLC')",2
"('Chevron', 'Standard Oil')",2
"('Enverus', 'Global Energy Group')",2
"('Eagle Ford', 'Linn Energy')",2
"('GE', 'Saipem')",2
"('BP', 'EnVen')",2
"('Gazprom', 'Rystad Energy')",2
"('ConocoPhillips', 'Matador Resources')",2
"('ACE', 'Chevron')",2
"('ACE', 'ONGC')",2
"('ADNOC', 'YPF')",2
"('China Petroleum & Chemical', 'Shell')",2
"('Cameron', 'EQT Corporation')",2
"('MidOcean Energy', 'TotalEnergies')",2
"('Alliance', 'KPMG')",2
"('Cameron', 'Carbon Solutions')",2
"('Cameron', 'Castex')",2
"('Chevron', 'EnVen')",2
"('Rystad Energy', 'Saipem')",2
"('Carbon Solutions', 'Castex')",2
"('Global Energy Group', 'Halliburton')",2
"('BASF', 'Continental')",2
"('Apache', 'IHS')",2
"('Keyera', 'Ovintiv')",2
"('Saipem', 'Stabroek')",2
"('EOG', 'Global Energy Group')",2
"('Papua', 'Twitter')",2
"('IBM', 'Microsoft')",2
"('MidOcean Energy', 'Shell')",2
"('Global Energy Group', 'Woodside')",2
"('McDaniel & Associates Consultants', 'Strathcona Resources')",2
"('Cheniere Energy', 'Comstock Resources')",2
"('Canadian Natural Resources', 'Generations Energy')",2
"('Bechtel', 'KBR')",2
"('Briko Energy Corp', 'McDaniel & Associates Consultants')",2
"('Bechtel', 'INPEX')",2
"('Shell', 'Viaro Energy')",2
"('FPSO', 'Idemitsu')",2
"('Bechtel', 'British Gas')",2
"('TotalEnergies', 'UN')",2
"('Hyundai', 'Trion')",2
"('Hyundai', 'Woodside')",2
"('Golden Pass', 'Shell')",2
"('PLC', 'Papua')",2
"('ExxonMobil', 'Galvanic Energy')",2
"('Diamondback Energy', 'Targa')",2
"('McDaniel & Associates Consultants', 'Quantum')",2
"('IHS', 'Woods')",2
"('Quantum', 'Whitecap')",2
"('CNOOC', 'UN')",2
"('FPSO', 'OMV')",2
"('Harbour Energy', 'Tailwind Energy')",2
"('Congo LNG', 'FLNG')",2
"('Shell', 'Westwood Energy')",2
"('AAPG', 'Baker Hughes')",2
"('INPEX', 'Petoro')",2
"('Canadian Natural Resources', 'Devon Energy')",2
"('Sunoco', 'Western Midstream')",2
